Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate,isolation_source,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,tissue
SRR31960269,WGS,300,7364091000,PRJNA1209100,SAMN46206803,Invertebrate,2374030717,PRINCETON UNIVERSITY,2018-10-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315756,Israel,Asia,Israel:Inner Plains,Illumina NovaSeq 6000,ROH2,outdoors,ROH2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,ROH2,SRP556564,Whole body
SRR31960270,WGS,300,8026208100,PRJNA1209100,SAMN46206802,Invertebrate,2716474340,PRINCETON UNIVERSITY,2018-10-14,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315755,Israel,Asia,Israel:Galile,Illumina NovaSeq 6000,FAC1,outdoors,FAC1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,FAC1,SRP556564,Whole body
SRR31960271,WGS,300,8196612900,PRJNA1209100,SAMN46206801,Invertebrate,2733022374,PRINCETON UNIVERSITY,2018-10-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315754,Israel,Asia,Israel:Yehuda Plains,Illumina NovaSeq 6000,YEH1,outdoors,YEH1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,YEH1,SRP556564,Whole body
SRR31960272,WGS,300,17500128600,PRJNA1209100,SAMN46206800,Invertebrate,7480733851,PRINCETON UNIVERSITY,2018-08-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315753,Israel,Asia,Israel:Emek Israel,Illumina NovaSeq 6000,EMK1,outdoors,EMK1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:16:00Z,1,EMK1,SRP556564,Whole body
SRR31960273,WGS,300,9199294500,PRJNA1209100,SAMN46206799,Invertebrate,3005211304,PRINCETON UNIVERSITY,2018-10-15,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315752,Israel,Asia,Israel:Inner Plains,Illumina NovaSeq 6000,ROH1,outdoors,ROH1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,ROH1,SRP556564,Whole body
SRR31960274,WGS,300,7833139800,PRJNA1209100,SAMN46206798,Invertebrate,2509003913,PRINCETON UNIVERSITY,2018-06-19,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315751,Belgium,Europe,Belgium:Maasmechelen,Illumina NovaSeq 6000,MAA1,outdoors,MAA1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,MAA1,SRP556564,Whole body
SRR31960275,WGS,300,8157965100,PRJNA1209100,SAMN46206797,Invertebrate,2632102967,PRINCETON UNIVERSITY,2018-07-11,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315750,Belgium,Europe,Belgium:Frameries,Illumina NovaSeq 6000,FRM1,outdoors,FRM1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,FRM1,SRP556564,Whole body
SRR31960276,WGS,300,6409076700,PRJNA1209100,SAMN46206796,Invertebrate,2095010559,PRINCETON UNIVERSITY,2018-04-17,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315749,Belgium,Europe,Belgium:Beveren,Illumina NovaSeq 6000,BVR3,outdoors,BVR3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:10:00Z,1,BVR3,SRP556564,Whole body
SRR31960277,WGS,300,7437371700,PRJNA1209100,SAMN46206795,Invertebrate,2562745980,PRINCETON UNIVERSITY,2018-05-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315748,Belgium,Europe,Belgium:Beveren,Illumina NovaSeq 6000,BVR2,outdoors,BVR2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,BVR2,SRP556564,Whole body
SRR31960278,WGS,300,7264683300,PRJNA1209100,SAMN46206759,Invertebrate,2304040719,PRINCETON UNIVERSITY,2018-05-16,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315747,Sweden,Europe,Sweden:Vastervik,Illumina NovaSeq 6000,SWEb1,indoors,SWEb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,SWEb1,SRP556564,Whole body
SRR31960279,WGS,300,5673854400,PRJNA1209100,SAMN46206794,Invertebrate,1800890640,PRINCETON UNIVERSITY,2018-08-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315746,Belgium,Europe,Belgium:Beveren,Illumina NovaSeq 6000,BVR1,outdoors,BVR1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:10:00Z,1,BVR1,SRP556564,Whole body
SRR31960280,WGS,300,17215459800,PRJNA1209100,SAMN46206793,Invertebrate,7153343792,PRINCETON UNIVERSITY,2017-10-25,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315745,Belgium,Europe,Belgium:Zeebrugge,Illumina NovaSeq 6000,ZBRb4,indoors,ZBRb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:16:00Z,1,ZBRb4,SRP556564,Whole body
SRR31960281,WGS,300,7344747900,PRJNA1209100,SAMN46206792,Invertebrate,2357932929,PRINCETON UNIVERSITY,2017-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315744,Belgium,Europe,Belgium:Zeebrugge,Illumina NovaSeq 6000,ZBRb3,indoors,ZBRb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,ZBRb3,SRP556564,Whole body
SRR31960282,WGS,300,8992532100,PRJNA1209100,SAMN46206791,Invertebrate,2911929001,PRINCETON UNIVERSITY,2017-08-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315743,Belgium,Europe,Belgium:Zeebrugge,Illumina NovaSeq 6000,ZBRb2,indoors,ZBRb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,ZBRb2,SRP556564,Whole body
SRR31960283,WGS,300,7975223700,PRJNA1209100,SAMN46206790,Invertebrate,2620609794,PRINCETON UNIVERSITY,2017-08-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315742,Belgium,Europe,Belgium:Zeebrugge,Illumina NovaSeq 6000,ZBRb1,indoors,ZBRb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,ZBRb1,SRP556564,Whole body
SRR31960284,WGS,300,6613630500,PRJNA1209100,SAMN46206789,Invertebrate,2152523508,PRINCETON UNIVERSITY,2018-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315741,Greece,Europe,Greece:Athens,Illumina NovaSeq 6000,ATHb-LAB2,LAB,ATHb-LAB2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,ATHb-LAB2,SRP556564,Whole body
SRR31960285,WGS,300,7552539000,PRJNA1209100,SAMN46206788,Invertebrate,2436006694,PRINCETON UNIVERSITY,2018-11-06,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315740,Greece,Europe,Greece:Athens,Illumina NovaSeq 6000,ATHb-LAB1,LAB,ATHb-LAB1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,ATHb-LAB1,SRP556564,Whole body
SRR31960286,WGS,300,7608099300,PRJNA1209100,SAMN46206787,Invertebrate,2413667018,PRINCETON UNIVERSITY,2015-12-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315739,Netherlands,Europe,Netherlands:Amsterdam,Illumina NovaSeq 6000,AMSb-LAB2,LAB,AMSb-LAB2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,AMSb-LAB2,SRP556564,Whole body
SRR31960287,WGS,300,7358553000,PRJNA1209100,SAMN46206786,Invertebrate,2638255412,PRINCETON UNIVERSITY,2015-12-21,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315738,Netherlands,Europe,Netherlands:Amsterdam,Illumina NovaSeq 6000,AMSb-LAB1,LAB,AMSb-LAB1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,AMSb-LAB1,SRP556564,Whole body
SRR31960288,WGS,300,7043003100,PRJNA1209100,SAMN46206785,Invertebrate,2329758845,PRINCETON UNIVERSITY,2018-03-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315737,Taiwan,Asia,Taiwan:Kaohsiung,Illumina NovaSeq 6000,TWSb2,indoors,TWSb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,TWSb2,SRP556564,Whole body
SRR31960289,WGS,300,7337230800,PRJNA1209100,SAMN46206758,Invertebrate,2303589866,PRINCETON UNIVERSITY,2018-08-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315736,USA,North America,USA:San Jose,Illumina NovaSeq 6000,SAJb4,indoors,SAJb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,SAJb4,SRP556564,Whole body
SRR31960290,WGS,300,8353358400,PRJNA1209100,SAMN46206784,Invertebrate,3243234829,PRINCETON UNIVERSITY,2018-03-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315735,Taiwan,Asia,Taiwan:Kaohsiung,Illumina NovaSeq 6000,TWSb1,indoors,TWSb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,TWSb1,SRP556564,Whole body
SRR31960291,WGS,300,7648149300,PRJNA1209100,SAMN46206783,Invertebrate,2453534865,PRINCETON UNIVERSITY,2017-02-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315734,Taiwan,Asia,Taiwan:Taipei,Illumina NovaSeq 6000,TWNb2,indoors,TWNb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,TWNb2,SRP556564,Whole body
SRR31960292,WGS,300,7084583100,PRJNA1209100,SAMN46206782,Invertebrate,2231621568,PRINCETON UNIVERSITY,2017-02-12,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315733,Taiwan,Asia,Taiwan:Taipei,Illumina NovaSeq 6000,TWNb1,indoors,TWNb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,TWNb1,SRP556564,Whole body
SRR31960293,WGS,300,6745889400,PRJNA1209100,SAMN46206781,Invertebrate,2153156026,PRINCETON UNIVERSITY,2018-09-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315732,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUHb4,indoors,WUHb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,WUHb4,SRP556564,Whole body
SRR31960294,WGS,300,8386419900,PRJNA1209100,SAMN46206780,Invertebrate,2733950772,PRINCETON UNIVERSITY,2018-09-30,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315731,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUHb3,indoors,WUHb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,WUHb3,SRP556564,Whole body
SRR31960295,WGS,300,6782462400,PRJNA1209100,SAMN46206779,Invertebrate,2166500391,PRINCETON UNIVERSITY,2018-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315730,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUHb2,indoors,WUHb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,WUHb2,SRP556564,Whole body
SRR31960296,WGS,300,7676403900,PRJNA1209100,SAMN46206778,Invertebrate,2664152696,PRINCETON UNIVERSITY,2018-09-27,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315729,China,Asia,China:Wuhan,Illumina NovaSeq 6000,WUHb1,indoors,WUHb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,WUHb1,SRP556564,Whole body
SRR31960297,WGS,300,8024542500,PRJNA1209100,SAMN46206777,Invertebrate,2588707641,PRINCETON UNIVERSITY,2003-09-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315728,Russia,Europe,Russia:Tomsk,Illumina NovaSeq 6000,TOMb4,indoors,TOMb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,TOMb4,SRP556564,Whole body
SRR31960298,WGS,300,8250330900,PRJNA1209100,SAMN46206776,Invertebrate,2694474468,PRINCETON UNIVERSITY,2003-09-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315727,Russia,Europe,Russia:Tomsk,Illumina NovaSeq 6000,TOMb3,indoors,TOMb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:14:00Z,1,TOMb3,SRP556564,Whole body
SRR31960299,WGS,300,9313931100,PRJNA1209100,SAMN46206775,Invertebrate,2999432803,PRINCETON UNIVERSITY,2003-09-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315726,Russia,Europe,Russia:Tomsk,Illumina NovaSeq 6000,TOMb2,indoors,TOMb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,TOMb2,SRP556564,Whole body
SRR31960300,WGS,300,8429495700,PRJNA1209100,SAMN46206757,Invertebrate,3185407827,PRINCETON UNIVERSITY,2018-08-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315725,USA,North America,USA:San Jose,Illumina NovaSeq 6000,SAJb3,indoors,SAJb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:14:00Z,1,SAJb3,SRP556564,Whole body
SRR31960301,WGS,300,6877089300,PRJNA1209100,SAMN46206774,Invertebrate,2223198155,PRINCETON UNIVERSITY,2003-09-24,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315724,Russia,Europe,Russia:Tomsk,Illumina NovaSeq 6000,TOMb1,indoors,TOMb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:14:00Z,1,TOMb1,SRP556564,Whole body
SRR31960302,WGS,300,9122883300,PRJNA1209100,SAMN46206773,Invertebrate,2990605841,PRINCETON UNIVERSITY,2018-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315723,Germany,Europe,Germany:Karlsruhe,Illumina NovaSeq 6000,WGMb4,indoors,WGMb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,WGMb4,SRP556564,Whole body
SRR31960303,WGS,300,7865843700,PRJNA1209100,SAMN46206772,Invertebrate,2567110426,PRINCETON UNIVERSITY,2018-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315722,Germany,Europe,Germany:Karlsruhe,Illumina NovaSeq 6000,WGMb3,indoors,WGMb3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,WGMb3,SRP556564,Whole body
SRR31960304,WGS,300,7888675800,PRJNA1209100,SAMN46206771,Invertebrate,2568598654,PRINCETON UNIVERSITY,2018-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315721,Germany,Europe,Germany:Karlsruhe,Illumina NovaSeq 6000,WGMb2,indoors,WGMb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,WGMb2,SRP556564,Whole body
SRR31960305,WGS,300,8039899200,PRJNA1209100,SAMN46206770,Invertebrate,2623938193,PRINCETON UNIVERSITY,2018-09-26,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315720,Germany,Europe,Germany:Karlsruhe,Illumina NovaSeq 6000,WGMb1,indoors,WGMb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,WGMb1,SRP556564,Whole body
SRR31960306,WGS,300,7483767600,PRJNA1209100,SAMN46206769,Invertebrate,2450738218,PRINCETON UNIVERSITY,2018-09-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315719,Russia,Europe,Russia:Volgograd,Illumina NovaSeq 6000,VLGb2-2,indoors,VLGb2-2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,VLGb2-2,SRP556564,Whole body
SRR31960307,WGS,300,7914274500,PRJNA1209100,SAMN46206768,Invertebrate,2580234916,PRINCETON UNIVERSITY,2018-09-20,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315718,Russia,Europe,Russia:Volgograd,Illumina NovaSeq 6000,VLGb2-1,indoors,VLGb2-1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,VLGb2-1,SRP556564,Whole body
SRR31960308,WGS,300,8997230700,PRJNA1209100,SAMN46206767,Invertebrate,2921799962,PRINCETON UNIVERSITY,2018-09-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315717,Russia,Europe,Russia:Volgograd,Illumina NovaSeq 6000,VLGb1-2,indoors,VLGb1-2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,VLGb1-2,SRP556564,Whole body
SRR31960309,WGS,300,8407877100,PRJNA1209100,SAMN46206766,Invertebrate,2749281445,PRINCETON UNIVERSITY,2018-09-08,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315716,Russia,Europe,Russia:Volgograd,Illumina NovaSeq 6000,VLGb1-1,indoors,VLGb1-1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:12:00Z,1,VLGb1-1,SRP556564,Whole body
SRR31960310,WGS,300,6812715600,PRJNA1209100,SAMN46206765,Invertebrate,2135720063,PRINCETON UNIVERSITY,2018-11-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315715,Russia,Europe,Russia:Moscow,Illumina NovaSeq 6000,MOSb4,indoors,MOSb4,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,MOSb4,SRP556564,Whole body
SRR31960311,WGS,300,5551134600,PRJNA1209100,SAMN46206756,Invertebrate,1750945554,PRINCETON UNIVERSITY,2018-08-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315714,USA,North America,USA:San Jose,Illumina NovaSeq 6000,SAJb2,indoors,SAJb2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:11:00Z,1,SAJb2,SRP556564,Whole body
SRR31960312,WGS,300,7784217600,PRJNA1209100,SAMN46206755,Invertebrate,2588020307,PRINCETON UNIVERSITY,2018-08-29,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27315713,USA,North America,USA:San Jose,Illumina NovaSeq 6000,SAJb1,indoors,SAJb1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-01-10T17:13:00Z,1,SAJb1,SRP556564,Whole body
SRR32269682,WGS,300,25324866000,PRJNA1209100,SAMN46724101,Invertebrate,8708850287,PRINCETON UNIVERSITY,2019-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606920,Italy,Europe,Italy:Bari,Illumina NovaSeq 6000,BRI1,Outdoors,BRI1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:57:00Z,1,BRI1,SRP556564,whole body
SRR32269683,WGS,300,23992613100,PRJNA1209100,SAMN46724100,Invertebrate,8171276140,PRINCETON UNIVERSITY,2019-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606919,Spain,Europe,Spain:Zaragoza,Illumina NovaSeq 6000,GPNi3,Indoors,GPNi3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:56:00Z,1,GPNi3,SRP556564,whole body
SRR32269684,WGS,300,26561359800,PRJNA1209100,SAMN46724055,Invertebrate,9312186571,PRINCETON UNIVERSITY,2019-07,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606918,USA,North America,USA:Spokane,Illumina NovaSeq 6000,SPO1,Outdoors,SPO1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:58:00Z,1,SPO1,SRP556564,whole body
SRR32269685,WGS,300,25404141900,PRJNA1209100,SAMN46724099,Invertebrate,8750146242,PRINCETON UNIVERSITY,2019-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606917,Spain,Europe,Spain:Zaragoza,Illumina NovaSeq 6000,GPNi2,Indoors,GPNi2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:59:00Z,1,GPNi2,SRP556564,whole body
SRR32269686,WGS,300,31263200400,PRJNA1209100,SAMN46724098,Invertebrate,11474080921,PRINCETON UNIVERSITY,2019-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606916,Spain,Europe,Spain:Zaragoza,Illumina NovaSeq 6000,GPNi1,Indoors,GPNi1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T18:02:00Z,1,GPNi1,SRP556564,whole body
SRR32269687,WGS,300,23116253100,PRJNA1209100,SAMN46724097,Invertebrate,7883922141,PRINCETON UNIVERSITY,2019-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606915,China,Asia,China:Tangshan,Illumina NovaSeq 6000,BEJ3,Indoors,BEJ3,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:56:00Z,1,BEJ3,SRP556564,whole body
SRR32269688,WGS,300,23460974700,PRJNA1209100,SAMN46724096,Invertebrate,8244269977,PRINCETON UNIVERSITY,2019-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606914,China,Asia,China:Tangshan,Illumina NovaSeq 6000,BEJ2,Indoors,BEJ2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:58:00Z,1,BEJ2,SRP556564,whole body
SRR32269689,WGS,300,22355418300,PRJNA1209100,SAMN46724095,Invertebrate,7661607366,PRINCETON UNIVERSITY,2019-05,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606913,China,Asia,China:Tangshan,Illumina NovaSeq 6000,BEJ1,Indoors,BEJ1,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:55:00Z,1,BEJ1,SRP556564,whole body
SRR32269690,WGS,300,26106470100,PRJNA1209100,SAMN46724094,Invertebrate,9276822361,PRINCETON UNIVERSITY,2018-09,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX27606912,Cameroon,Africa,Cameroon:Yaounde,Illumina NovaSeq 6000,YAO2,Outdoors,YAO2,PAIRED,PCR,GENOMIC,Culex pipiens complex,ILLUMINA,2025-02-09T00:00:00Z,2025-02-07T17:56:00Z,1,YAO2,SRP556564,whole body
